VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
7,2025-11-01T00:22:04.000+05:30,2025-11-01T00:22:04.000+05:30,1,0.72,1,N,68,246,1,5.8,0.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75
7,2025-11-01T00:37:45.000+05:30,2025-11-01T00:37:45.000+05:30,1,0.38,1,N,68,68,1,5.8,0.0,0.5,1.0,0.0,1.0,12.55,2.5,0.0,0.75
7,2025-11-01T00:49:20.000+05:30,2025-11-01T00:49:20.000+05:30,1,0.95,1,N,68,68,1,8.6,0.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
7,2025-11-01T00:01:49.000+05:30,2025-11-01T00:01:49.000+05:30,1,4.25,1,N,68,236,1,33.1,0.0,0.5,7.77,0.0,1.0,46.62,2.5,0.0,0.75
7,2025-11-01T00:08:58.000+05:30,2025-11-01T00:08:58.000+05:30,3,0.83,1,N,236,75,2,6.5,0.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0,0.0
7,2025-11-01T00:45:02.000+05:30,2025-11-01T00:45:02.000+05:30,2,2.0,1,N,141,137,1,13.5,0.0,0.5,1.5,0.0,1.0,20.75,2.5,0.0,0.75
2,2025-11-01T00:21:39.000+05:30,2025-11-01T00:24:16.000+05:30,2,0.49,1,N,140,140,1,5.1,1.0,0.5,0.0,0.0,1.0,10.1,2.5,0.0,0.0
2,2025-11-01T00:36:36.000+05:30,2025-11-01T00:43:57.000+05:30,2,1.3,1,N,263,238,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0
2,2025-11-01T00:46:49.000+05:30,2025-11-01T01:10:36.000+05:30,1,3.49,1,N,142,249,1,23.3,1.0,0.5,1.0,0.0,1.0,30.05,2.5,0.0,0.75
2,2025-11-01T00:52:08.000+05:30,2025-11-01T01:12:04.000+05:30,1,6.31,1,N,87,229,1,28.2,1.0,0.5,6.79,0.0,1.0,40.74,2.5,0.0,0.75
1,2025-11-01T00:11:10.000+05:30,2025-11-01T00:22:42.000+05:30,1,1.9,1,N,50,68,1,11.4,4.25,0.5,3.4,0.0,1.0,20.55,2.5,0.0,0.75
